offer_id	created_date	last_updated_date	agreement_id	organization_id	offer_type	agreement_row_id	gsfa_customer_id	product_cluster	shipments	wps	uom	published_revenue	recommended_pid_name	recommended_revenue	pid_category	discount_selection	selected_pid_name	expected_revenue	percentage_initial_discount	absolute_initial_discount	authority_level	authority_name	avg_discount
CL_O_115767423634	14 Nov 2019 15:47:02.000000	21 Nov 2019 21:12:00.000000	CL_O_115767423634	DHL CL	Standard GPI Offer	1-79S7VZT	COMET_1-78MG6LV	TDImport	1	2	Kg	9.604800000	TDI_18%	6257.700000000	Fixed/Flavoured	Higher Discount	TDI_35%	6.243000000	?	?	2	CL Pricing	35.0012490
CL_O_114775401735	17 Jul 2019 20:17:21.000000	23 Jul 2019 14:45:51.000000	?	DHL CL	Standard GPI Offer	?	CLS88844CS	TDExport	4	0.5	Kg	17.421600000	TDE_27%	8721.840000000	Fixed/Flavoured	Higher Discount	TDE_35%	11.323200000	?	?	2	CL Pricing	35.0048220
CL_O_115903051827	29 Nov 2019 12:42:56.000000	2 Dec 2019 19:19:56.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_11220110815996	TDExport	2	0.5	Kg	6.156000000	TDE_14%	4268.880000000	Fixed/Flavoured	Higher Discount	TDE_28%	4.432800000	?	?	2	CL Pricing	27.9922030
CL_O_114919982238	2 Aug 2019 20:11:18.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	CLS63220CS	TDImport	10	10	Kg	257.262000000	TDI_51%	88857.000000000	Fixed/Flavoured	Higher Discount	TDI_68%	82.326000000	?	?	3	CL Commercial Director	67.9991600
CL_O_113248322505	8 Jan 2019 11:45:13.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0711017380034	TDExport	9	3	Kg	60.372600000	TDE_38%	26115.240000000	Fixed/Flavoured	Higher Discount	TDE_55%	27.169800000	?	?	1	CL Sales Manager	54.9964720
CL_O_113482545997	19 Feb 2019 14:56:51.000000	10 Jan 2020 17:58:30.000000	CL_O_113482545997	DHL CL	Standard GPI Offer	1-67DORL3	CLS90373CS	TD3rd	2	30	Kg	132.318000000	TD3_41%	51835.080000000	Fixed/Flavoured	Lower Discount	TD3_30%	92.622000000	?	?	?	?	30.0004530
CL_O_115754526804	13 Nov 2019 14:54:09.000000	13 Nov 2019 21:33:57.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0204018654577	TDExport	1	30	Kg	37.862400000	TDE_33%	19881.420000000	Fixed/Flavoured	?	TDE_33%	25.368000000	?	?	?	?	32.9994930
CL_O_115182032745	6 Sep 2019 16:41:30.000000	6 Sep 2019 19:23:50.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0711019736044	TDImport	1	60	Kg	35.760000000	TDI_36%	16553.760000000	Fixed/Flavoured	Higher Discount	TDI_40%	21.456000000	?	?	2	CL Pricing	40.0000000
CL_O_114100817184	29 Apr 2019 15:13:36.000000	10 Jan 2020 17:58:30.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0626017213088	TDExport	1	20	Kg	34.851600000	TDE_33%	15735.180000000	Fixed/Flavoured	Lower Discount	TDE_25%	26.138400000	?	?	?	?	25.0008610
CL_O_116546444720	13 Feb 2020 20:43:49.000000	14 Feb 2020 14:44:52.000000	CL_O_116546444720	DHL CL	Standard GPI Offer	1-7LSWLLV	COMET_1-1Q21Y2P	TDExport	1	1	Kg	4.000800000	TDE_20%	2523.000000000	Fixed/Flavoured	Lower Discount	CustomPID	3.314400000	?	?	?	Pricing	17.1565690
CL_O_115469292567	10 Oct 2019 19:03:55.000000	14 Oct 2019 16:15:22.000000	CL_O_115469292567	DHL CL	Standard GPI Offer	1-747L79L	CLSCSV_10040110419190	TDExport	3	0.5	Kg	12.364200000	TDE_25%	6715.740000000	Fixed/Flavoured	?	TDE_25%	9.272400000	?	?	?	?	25.0060660
CL_O_115457949023	9 Oct 2019 18:25:27.000000	26 Dec 2019 12:46:59.000000	?	DHL CL	Standard GPI Offer	?	CLS81357CS	TDExport	9	4.14	Kg	112.012800000	TDE_42%	46924.560000000	Fixed/Flavoured	Lower Discount	TDE_30%	78.408000000	?	?	?	?	30.0008570
CL_O_114229479107	15 May 2019 14:50:00.000000	28 May 2019 20:55:41.000000	CL_O_114229479107	DHL CL	Standard GPI Offer	1-6L8EJZD	COMET_1-6IKGOXL	TDImport	2	80	Kg	182.412000000	TDI_49%	64473.480000000	Fixed/Flavoured	Lower Discount	TDI_40%	109.447200000	?	?	?	?	40.0000000
CL_O_113275557225	11 Jan 2019 12:58:45.000000	15 Jan 2019 21:16:49.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_1228019011623	TDImport	5	3.5	Kg	27.945000000	TDI_35%	12317.400000000	Fixed/Flavoured	Higher Discount	TDI_40%	16.767000000	?	?	2	CL Pricing	40.0000000
CL_O_114832234399	24 Jul 2019 19:30:08.000000	6 Aug 2019 19:26:24.000000	CL_O_114832234399	DHL CL	Standard GPI Offer	1-6V2EZMV	CLS18471CS	TDImport	1	5	Kg	6.429600000	TDI_18%	3646.080000000	Fixed/Flavoured	?	TDI_20%	5.143800000	?	?	?	?	19.9981340
CL_O_113262256947	9 Jan 2019 16:29:23.000000	8 Mar 2019 14:18:44.000000	CL_O_113262256947	DHL CL	Standard GPI Offer	1-69O3CT4	CLSCSV_0301016113805	TDExport	7	20	Kg	176.920800000	TDE_48%	62529.180000000	Fixed/Flavoured	Lower Discount	TDE_45%	97.305600000	?	?	1	CL Sales Manager	45.0004750
CL_O_113474730279	19 Feb 2019 02:00:29.000000	10 Jan 2020 17:58:30.000000	?	DHL CL	Standard GPI Offer	?	CLC10004732	TDExport	170	0.5	Kg	409.638000000	TDE_60%	109109.400000000	Fixed/Flavoured	?	?	108.672000000	?	?	4	CL Country Manager	73.4712110
CL_O_114151493373	6 May 2019 21:19:26.000000	29 Aug 2019 16:51:39.000000	CL_O_114151493373	DHL CL	Standard GPI Offer	1-6XWHNTL	CLSCSV_0130015801785	TDImport	3	10	Kg	43.920000000	TDI_36%	19076.940000000	Fixed/Flavoured	?	TDI_30%	30.744000000	?	?	?	?	30.0000000
CL_O_113263204864	10 Jan 2019 12:53:59.000000	6 Oct 2019 11:06:15.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0107018516398	TDImport	1	10	Kg	25.726200000	TDI_35%	11372.640000000	Fixed/Flavoured	?	TDI_35%	16.722000000	?	?	?	?	35.0001170
CL_O_113300113217	16 Jan 2019 18:28:50.000000	24 Jan 2019 15:37:04.000000	?	DHL CL	Standard GPI Offer	?	CLS21834CS	TDImport	2	15	Kg	70.964400000	TDI_40%	28687.680000000	Fixed/Flavoured	?	TDI_40%	42.578400000	?	?	?	?	40.0003380
CL_O_113418760485	8 Feb 2019 13:37:45.000000	10 Jan 2020 17:58:30.000000	CL_O_113418760485	DHL CL	Standard GPI Offer	1-680P2IH	COMET_1-2UOULTG	TDImport	3	60	Kg	234.552600000	TDI_51%	75024.000000000	Fixed/Flavoured	Higher Discount	TDI_60%	93.821400000	?	?	1	CL Sales Manager	59.9998470
CL_O_115948910107	4 Dec 2019 15:42:00.000000	30 Dec 2019 21:15:07.000000	CL_O_115948910107	DHL CL	Standard GPI Offer	1-7EXN1NP	CLSCSV_0225018771688	TDExport	1	5	Kg	14.746200000	TDE_25%	8874.840000000	Fixed/Flavoured	Higher Discount	TDE_30%	10.320000000	?	?	2	CL Pricing	30.0158680
CL_O_113438366679	12 Feb 2019 17:03:10.000000	22 Feb 2019 16:07:12.000000	CL_O_113438366679	DHL CL	Standard GPI Offer	1-67JDLQJ	CLSCSV_0208018676886	TDExport	1	10	Kg	15.962400000	TDE_27%	7649.460000000	Fixed/Flavoured	Lower Discount	TDE_15%	13.567800000	?	?	?	?	15.0015040
CL_O_114502716248	17 Jun 2019 16:21:03.000000	18 Jun 2019 14:39:20.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0604019451471	TDExport	5	0.5	Kg	21.777000000	TDE_29%	10803.600000000	Fixed/Flavoured	?	TDE_30%	15.243000000	?	?	?	?	30.0041330
CL_O_115396556066	1 Oct 2019 19:11:02.000000	1 Oct 2019 19:13:47.000000	?	DHL CL	Standard GPI Offer	?	CLSION_0727019860621	TDExport	1	10	Kg	15.962400000	TDE_27%	8456.040000000	Fixed/Flavoured	?	TDE_27%	11.652600000	?	?	?	?	26.9996990
CL_O_115053167868	22 Aug 2019 21:17:11.000000	23 Aug 2019 14:28:35.000000	?	DHL CL	Standard GPI Offer	?	CLSION_0523019366090	TDImport	1	200	Kg	268.456200000	TDI_53%	89523.420000000	Fixed/Flavoured	?	TDI_53%	126.174600000	?	?	1	CL Sales Manager	52.9999310
CL_O_114786252916	18 Jul 2019 19:48:08.000000	26 Jul 2019 20:42:11.000000	CL_O_114786252916	DHL CL	Standard GPI Offer	1-6TO138Z	CLC10000869	TDImport	1	1	Kg	4.132200000	TDI_18%	2309.700000000	Fixed/Flavoured	Lower Discount	CustomPID	4.675800000	?	?	?	Pricing	-13.1552200
CL_O_113444950573	13 Feb 2019 16:03:45.000000	13 Feb 2019 16:07:45.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0204018652001	TDExport	4	5.5	Kg	54.166800000	TDE_38%	22046.040000000	Fixed/Flavoured	?	TDE_38%	33.583200000	?	?	?	?	38.0003990
CL_O_115744500851	12 Nov 2019 19:50:31.000000	27 Nov 2019 17:15:36.000000	?	DHL CL	Standard GPI Offer	?	CLSION_11120110724184	TDExport	30	5	Kg	262.728000000	TDE_52%	95347.800000000	Fixed/Flavoured	Higher Discount	TDE_55%	118.200000000	?	?	1	CL Sales Manager	55.0105050
CL_O_115053093029	22 Aug 2019 20:53:31.000000	9 Sep 2019 16:38:26.000000	CL_O_115053093029	DHL CL	Standard GPI Offer	1-6ZAQL0D	COMET_1-5W8IUT9	TDExport	6	60	Kg	610.869600000	TDE_64%	156032.640000000	Fixed/Flavoured	Lower Discount	TDE_60%	244.346400000	?	?	3	CL Commercial Director	60.0002360
CL_O_116895707880	18 Mar 2020 20:56:09.000000	19 Mar 2020 20:59:49.000000	CL_O_116895707880	DHL CL	Standard GPI Offer	1-7RNBW29	CLS79411CS	TDDom	1	50	Kg	9499.620000000	TDD_13%	8264.640000000	Fixed/Flavoured	Higher Discount	TDD_20%	7599.720000000	?	?	1	CL Sales Manager	19.9997470
CL_O_115502352402	15 Oct 2019 15:09:55.000000	15 Oct 2019 16:03:25.000000	?	DHL CL	Standard GPI Offer	?	CLSION_10110110470516	TDImport	4	12	Kg	80.666400000	TDI_41%	33887.520000000	Fixed/Flavoured	Higher Discount	TDI_47%	42.753600000	?	?	1	CL Sales Manager	46.9994940
CL_O_115524007752	17 Oct 2019 14:34:44.000000	17 Oct 2019 14:43:40.000000	?	DHL CL	Standard GPI Offer	?	CLS78027IS	TDImport	1	5	Kg	15.718200000	TDI_33%	7534.860000000	Fixed/Flavoured	?	TDI_33%	10.531200000	?	?	?	?	32.9999620
CL_O_116088328621	20 Dec 2019 13:33:58.000000	27 Dec 2019 15:26:53.000000	CL_O_116088328621	DHL CL	Standard GPI Offer	1-7EOT683	CLSION_0726019856512	TDImport	50	5	Kg	321.480000000	TDI_55%	108828.000000000	Fixed/Flavoured	Higher Discount	TDI_65%	112.560000000	?	?	3	CL Commercial Director	64.9869350
CL_O_114535575695	20 Jun 2019 14:55:59.000000	25 Jun 2019 14:47:41.000000	CL_O_114535575695	DHL CL	Standard GPI Offer	1-6OY3P8B	COMET_1-5FONVOP	TDDom	3	0.5	Kg	1203.480000000	TDD_03%	1167.360000000	Fixed/Flavoured	Higher Discount	TDD_10%	1083.120000000	?	?	2	CL Pricing	10.0009970
CL_O_114479738824	13 Jun 2019 15:05:34.000000	13 Jun 2019 15:06:55.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0605019467722	TDImport	1	1	Kg	7.572000000	TDI_18%	4306.440000000	Fixed/Flavoured	?	TDI_18%	6.208800000	?	?	?	?	18.0031700
CL_O_115071560323	26 Aug 2019 13:57:11.000000	26 Aug 2019 13:59:34.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_08160110003458	TDExport	1	0.5	Kg	3.625200000	TDE_FTB1801	1851.840000000	Fixed/Flavoured	Higher Discount	TDE_FTB1802	2.356200000	?	?	?	?	35.0049650
CL_O_114159710048	7 May 2019 13:41:02.000000	7 May 2019 13:43:33.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-6I1QXIZ	TDImport	1	30	Kg	41.356200000	TDI_36%	17963.160000000	Fixed/Flavoured	Lower Discount	TDI_35%	26.881800000	?	?	?	?	34.9993470
CL_O_113294045874	16 Jan 2019 12:45:33.000000	5 Jun 2019 14:01:37.000000	?	DHL CL	Standard GPI Offer	?	CLS19977WL	TDImport	20	20	Kg	511.920000000	TDI_59%	141667.200000000	Fixed/Flavoured	Higher Discount	TDI_60%	204.768000000	?	?	1	CL Sales Manager	60.0000000
CL_O_115818570851	21 Nov 2019 01:12:36.000000	21 Nov 2019 20:22:06.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-78Z74TX	TDImport	3	50	Kg	197.724600000	TDI_49%	78928.200000000	Fixed/Flavoured	Higher Discount	TDI_60%	79.090200000	?	?	1	CL Sales Manager	59.9998180
CL_O_116274221594	15 Jan 2020 17:08:03.000000	15 Jan 2020 17:10:00.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_01130111171569	TDImport	1	10	Kg	18.685200000	TDI_FTB1801	10400.400000000	Fixed/Flavoured	Higher Discount	TDI_FTB1802	12.154800000	?	?	?	?	34.9495860
CL_O_114654047452	2 Jul 2019 17:02:12.000000	24 Jul 2019 16:46:55.000000	?	DHL CL	Standard GPI Offer	?	CLS12203WL	TDImport	2	25.5	Kg	72.117600000	TDI_40%	29387.400000000	Fixed/Flavoured	Lower Discount	TDI_30%	50.482800000	?	?	?	?	29.9993340
CL_O_113998359464	15 Apr 2019 19:52:58.000000	10 Jan 2020 17:58:30.000000	CL_O_113998359464	DHL CL	Standard GPI Offer	1-6GYFQNL	COMET_1-6FI9F71	TDExport	2	5	Kg	17.180400000	TDE_27%	8329.680000000	Fixed/Flavoured	Higher Discount	TDE_30%	12.026400000	?	?	?	?	29.9993020
CL_O_116416677972	30 Jan 2020 15:55:31.000000	3 Feb 2020 19:49:56.000000	?	DHL CL	Standard GPI Offer	?	CLC10003460	TDImport	31	52.87	Kg	3119.374800000	TDI_77%	566030.580000000	Fixed/Flavoured	Lower Discount	TDI_72%	874.071600000	?	?	3	CL Commercial Director	71.9792700
CL_O_114788870249	19 Jul 2019 16:23:40.000000	2 Aug 2019 20:11:16.000000	CL_O_114788870249	DHL CL	Standard GPI Offer	1-6UQY69P	CLSCSV_0820017722606	TDExport	2	2	Kg	19.900800000	TDE_29%	9654.600000000	Fixed/Flavoured	Higher Discount	TDE_32%	13.532400000	?	?	?	?	32.0007240
CL_O_113636327348	7 Mar 2019 17:45:45.000000	7 Mar 2019 17:47:06.000000	?	DHL CL	Standard GPI Offer	?	CLCSINC26150679_884	TDImport	1	30	Kg	36.924000000	TDI_FTB1802	15812.640000000	Fixed/Flavoured	?	TDI_FTB1802	24.016800000	?	?	?	?	34.9561260
CL_O_114841663860	25 Jul 2019 14:41:08.000000	15 Aug 2019 20:36:14.000000	CL_O_114841663860	DHL CL	Standard GPI Offer	1-6W58SDT	CLC10003176	TDImport	9	43.19	Kg	323.515200000	TDI_55%	100649.280000000	Fixed/Flavoured	Higher Discount	TDI_73%	87.348000000	?	?	3	CL Commercial Director	73.0003410
CL_O_115765394958	14 Nov 2019 13:33:51.000000	18 Nov 2019 13:40:26.000000	CL_O_115765394958	DHL CL	Standard GPI Offer	1-795BDMT	COMET_1-78QB4AF	TDImport	100	2	Kg	960.480000000	TDI_63%	278520.000000000	Fixed/Flavoured	Higher Discount	TDI_72%	268.920000000	?	?	3	CL Commercial Director	72.0014990
CL_O_114447401216	10 Jun 2019 16:31:15.000000	10 Jan 2020 17:58:30.000000	CL_O_114447401216	DHL CL	Standard GPI Offer	1-6OYRP7X	COMET_1-6MXKX7S	TDImport	1	50	Kg	65.908200000	TDI_40%	27376.080000000	Fixed/Flavoured	Higher Discount	TDI_50%	32.953800000	?	?	1	CL Sales Manager	50.0004550
CL_O_114138930616	3 May 2019 18:54:03.000000	13 May 2019 17:52:16.000000	CL_O_114138930616	DHL CL	Standard GPI Offer	1-6IYZ5CB	COMET_1-6GX5TIJ	TDExport	100	2	Kg	589.504800000	TDE_64%	145005.840000000	Fixed/Flavoured	Higher Discount	TDE_72%	165.088800000	?	?	3	CL Commercial Director	71.9953430
CL_O_113262955384	9 Jan 2019 20:32:53.000000	14 Feb 2019 17:07:08.000000	CL_O_113262955384	DHL CL	Standard GPI Offer	1-66HD4EL	CLSCSV_1218018949209	TDDom	3	10	Kg	7059.960000000	TDD_11%	6283.320000000	Fixed/Flavoured	Higher Discount	TDD_20%	5647.920000000	?	?	1	CL Sales Manager	20.0006800
CL_O_113348972132	25 Jan 2019 12:38:51.000000	25 Jan 2019 12:56:41.000000	?	DHL CL	Standard GPI Offer	?	CLSISL_0124018593753	TDImport	1	1	Kg	7.036800000	TDI_18%	3879.960000000	Fixed/Flavoured	?	TDI_18%	5.770200000	?	?	?	?	17.9996590
CL_O_115043184372	21 Aug 2019 21:24:45.000000	13 Jan 2020 17:46:01.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0704019685575	TDImport	1	10	Kg	9.201600000	TDI_FTB1801	4709.340000000	Fixed/Flavoured	Higher Discount	TDI_FTB1802	5.978400000	?	?	?	?	35.0286910
CL_O_114138694507	3 May 2019 16:58:09.000000	3 May 2019 16:59:37.000000	?	DHL CL	Standard GPI Offer	?	CLCSINC26941394_253	TDExport	1	20	Kg	18.574200000	TDE_27%	9265.260000000	Fixed/Flavoured	Higher Discount	TDE_30%	13.002000000	?	?	?	?	29.9996770
CL_O_115229477313	12 Sep 2019 19:49:18.000000	12 Sep 2019 19:51:29.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-6ZULY6V	TDImport	4	10	Kg	71.248800000	TDI_FTB1803	30532.560000000	Fixed/Flavoured	?	TDI_FTB1803	42.739200000	?	?	?	?	40.0141480
CL_O_115432832953	7 Oct 2019 13:48:00.000000	9 Oct 2019 01:14:42.000000	?	DHL CL	Standard GPI Offer	?	CLC10002897	TDImport	4	100	Kg	806.416800000	TDI_62%	219266.400000000	Fixed/Flavoured	Lower Discount	CustomPID	0.000000000	?	?	?	Pricing	100.0000000
CL_O_115108867744	29 Aug 2019 14:22:15.000000	29 Aug 2019 14:24:04.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0605019455761	TDImport	1	1	Kg	7.572000000	TDI_18%	4479.960000000	Fixed/Flavoured	?	TDI_18%	6.208800000	?	?	?	?	18.0031700
CL_O_115686022774	6 Nov 2019 00:41:43.000000	6 Nov 2019 22:24:03.000000	CL_O_115686022774	DHL CL	Standard GPI Offer	1-77M9VY1	COMET_1-77F1WK0	TDImport	5	50	Kg	511.311000000	TDI_59%	154431.300000000	Fixed/Flavoured	Lower Discount	TDI_44%	286.335000000	?	?	?	?	43.9998360
CL_O_114480308769	13 Jun 2019 16:37:12.000000	13 Sep 2019 20:49:09.000000	?	DHL CL	Standard GPI Offer	?	CLSION_0530019419708	TDImport	8	20	Kg	204.768000000	TDI_49%	72435.360000000	Fixed/Flavoured	?	TDI_50%	102.384000000	?	?	1	CL Sales Manager	50.0000000
CL_O_114400362940	3 Jun 2019 15:05:48.000000	20 Jun 2019 16:04:31.000000	CL_O_114400362940	DHL CL	Standard GPI Offer	1-6OEEYKT	COMET_1-6LY0LP3	TDExport	1	5	Kg	9.824400000	TDE_25%	5215.500000000	Fixed/Flavoured	Higher Discount	TDE_30%	6.877200000	?	?	2	CL Pricing	29.9987790
CL_O_114431170728	6 Jun 2019 21:01:56.000000	6 Jun 2019 21:05:39.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0604019455703	TDImport	3	7	Kg	59.164200000	TDI_38%	25429.860000000	Fixed/Flavoured	?	TDI_38%	36.682200000	?	?	?	?	37.9993310
CL_O_116314852437	20 Jan 2020 15:50:57.000000	24 Jan 2020 21:02:54.000000	CL_O_116314852437	DHL CL	Standard GPI Offer	1-7IIR4KR	CLSCSV_01160111201451	TDImport	2	10	Kg	37.370400000	TDI_FTB1802	18800.040000000	Fixed/Flavoured	?	TDI_FTB1802	24.309600000	?	?	?	?	34.9495860
CL_O_113336895219	23 Jan 2019 19:01:37.000000	11 Dec 2019 13:20:36.000000	?	DHL CL	Standard GPI Offer	?	CLS13650CS	TD3rd	5	1	Kg	40.755000000	TD3_29%	19451.700000000	Fixed/Flavoured	Lower Discount	TD3_20%	32.604000000	?	?	?	?	20.0000000
CL_O_116957048067	25 Mar 2020 00:15:03.000000	30 Mar 2020 19:19:46.000000	CL_O_116957048067	DHL CL	Standard GPI Offer	1-7TFB58V	COMET_1-7SF4EOX	TDImport	3	15	Kg	74.577600000	TDI_46%	34676.460000000	Fixed/Flavoured	Higher Discount	TDI_55%	33.559200000	?	?	1	CL Sales Manager	55.0009650
CL_O_115513188261	16 Oct 2019 14:40:43.000000	16 Oct 2019 14:42:51.000000	?	DHL CL	Standard GPI Offer	?	CLC10003564	TDExport	1	7.6	Kg	11.103000000	TDE_25%	5929.440000000	Fixed/Flavoured	?	TDE_25%	?	?	?	?	?	?
CL_O_113406342871	5 Feb 2019 18:57:30.000000	5 Feb 2019 19:00:10.000000	?	DHL CL	Standard GPI Offer	?	CLS26727CS	TDImport	1	25	Kg	31.260000000	TDI_36%	13080.180000000	Fixed/Flavoured	Higher Discount	TDI_38%	19.381200000	?	?	?	?	38.0000000
CL_O_116907044708	19 Mar 2020 16:00:58.000000	25 Mar 2020 14:53:40.000000	?	DHL CL	Standard GPI Offer	?	CLS43915CS	TDExport	1	0.5	Kg	3.228600000	TDE_20%	2228.340000000	Fixed/Flavoured	?	TDE_25%	2.421600000	?	?	?	?	24.9953540
CL_O_115299131148	21 Sep 2019 23:05:57.000000	10 Jan 2020 17:58:30.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-39YO90Y	TDImport	36	11.27	Kg	695.428800000	TDI_62%	187575.420000000	Fixed/Flavoured	Lower Discount	CustomPID	0.000000000	?	?	?	Pricing	100.0000000
CL_O_116022606795	12 Dec 2019 19:08:15.000000	30 Dec 2019 16:01:56.000000	CL_O_116022606795	DHL CL	Standard GPI Offer	1-7EWOUYZ	COMET_1-7CT4YH3	TDImport	2	25	Kg	78.964200000	TDI_41%	36252.660000000	Fixed/Flavoured	Lower Discount	CustomPID	43.020000000	?	?	?	Pricing	45.5196150
CL_O_115311516544	23 Sep 2019 20:46:37.000000	2 Oct 2019 22:39:16.000000	CL_O_115311516544	DHL CL	Standard GPI Offer	1-72T29A7	CLSCSV_09120110228006	TDImport	1	1	Kg	7.572000000	TDI_18%	4440.780000000	Fixed/Flavoured	Higher Discount	TDI_32%	5.149200000	?	?	?	?	31.9968300
CL_O_115962782986	5 Dec 2019 18:39:20.000000	5 Dec 2019 18:41:12.000000	?	DHL CL	Standard GPI Offer	?	CLSION_12020110888705	TDImport	2	5	Kg	12.636000000	TDI_31%	6947.040000000	Fixed/Flavoured	?	TDI_31%	8.719200000	?	?	?	?	30.9971510
CL_O_116109123854	24 Dec 2019 15:34:59.000000	24 Dec 2019 16:04:59.000000	?	DHL CL	Standard GPI Offer	?	CLC10000271	TDExport	726	3.01	Kg	6179.662200000	TDE_81%	0.000000000	Fixed/Flavoured	Lower Discount	CustomPID	?	?	?	?	Pricing	?
CL_O_114341058620	28 May 2019 15:34:39.000000	28 May 2019 15:37:38.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0410019083463	TDImport	1	0.5	Kg	3.537000000	TDI_FTB1801	1773.480000000	Fixed/Flavoured	Higher Discount	TDI_FTB1802	2.299200000	?	?	?	?	34.9957590
CL_O_115672114080	4 Nov 2019 13:52:21.000000	4 Nov 2019 13:53:54.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_10280110590607	TDExport	3	2	Kg	15.899400000	TDE_27%	8430.120000000	Fixed/Flavoured	Higher Discount	TDE_30%	11.129400000	?	?	?	?	30.0011320
CL_O_116293715633	17 Jan 2020 15:04:41.000000	24 Jan 2020 20:44:57.000000	CL_O_116293715633	DHL CL	Standard GPI Offer	1-7IIRB23	COMET_1-7HDCGYY	TDImport	8	20	Kg	125.280000000	TDI_52%	46424.160000000	Fixed/Flavoured	Lower Discount	TDI_40%	75.168000000	?	?	?	?	40.0000000
CL_O_114535760587	20 Jun 2019 15:18:04.000000	20 Jun 2019 15:21:01.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_0618019564516	TDImport	1	20	Kg	25.596000000	TDI_FTB1802	11554.080000000	Fixed/Flavoured	?	TDI_FTB1802	16.648800000	?	?	?	?	34.9554620
CL_O_116571301166	17 Feb 2020 15:52:21.000000	17 Feb 2020 20:32:31.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-7KL4KCZ	TDImport	2	30	Kg	42.816000000	TDI_42%	19745.040000000	Fixed/Flavoured	Lower Discount	TDI_40%	25.689600000	?	?	?	?	40.0000000
CL_O_114387709241	31 May 2019 16:49:02.000000	10 Jan 2020 17:58:30.000000	?	DHL CL	Standard GPI Offer	?	CLS80026WL	TDExport	1	1	Kg	5.907000000	TDE_14%	3596.100000000	Fixed/Flavoured	?	TDE_24%	4.489200000	?	?	?	?	24.0020310
CL_O_116089415687	20 Dec 2019 15:32:07.000000	23 Dec 2019 20:18:28.000000	?	DHL CL	Standard GPI Offer	?	CLSCSV_12190111028922	TDImport	1	25	Kg	54.994200000	TDI_38%	25660.800000000	Fixed/Flavoured	Higher Discount	TDI_58%	23.097600000	?	?	1	CL Sales Manager	57.9999350
CL_O_114728603299	11 Jul 2019 17:23:32.000000	16 Jul 2019 19:43:59.000000	CL_O_114728603299	DHL CL	Standard GPI Offer	1-6S661E5	COMET_1-5L9NYWH	TDImport	10	40	Kg	536.322000000	TDI_59%	150715.200000000	Fixed/Flavoured	Higher Discount	TDI_70%	160.896000000	?	?	3	CL Commercial Director	70.0001120
CL_O_113496664959	21 Feb 2019 13:29:01.000000	10 Jan 2020 17:58:30.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-2V4KLJC	TDImport	40	7	Kg	788.856000000	TDI_62%	197467.200000000	Fixed/Flavoured	Higher Discount	TDI_68%	252.432000000	?	?	3	CL Commercial Director	68.0002430
CL_O_116285127568	16 Jan 2020 18:41:29.000000	5 Feb 2020 16:11:09.000000	CL_O_116285127568	DHL CL	Standard GPI Offer	1-7KEUXT3	CLSCSV_01070111120750	TDImport	1	5	Kg	16.488000000	TDI_38%	7892.100000000	Fixed/Flavoured	?	TDI_38%	10.222800000	?	?	?	?	37.9985440
CL_O_114328578469	27 May 2019 16:25:25.000000	11 Jun 2019 18:26:08.000000	?	DHL CL	Standard GPI Offer	?	COMET_1-6IRWB4D	TDExport	10	5	Kg	98.244000000	TDE_41%	40276.800000000	Fixed/Flavoured	Higher Discount	TDE_50%	49.122000000	?	?	1	CL Sales Manager	50.0000000
CL_O_116719871876	2 Mar 2020 18:26:50.000000	3 Mar 2020 12:06:33.000000	?	DHL CL	Standard GPI Offer	?	CLSION_02280111481892	TDImport	3	50	Kg	321.840000000	TDI_59%	107709.120000000	Fixed/Flavoured	Lower Discount	TDI_55%	144.828000000	?	?	1	CL Sales Manager	55.0000000
