opportunity_id	product_id	gsfa_customer_id	avg_weight	committed_product_revenue	potential_product_revenue	number_of_shipments	origin	destination	product_line	main_competitor	secondary_competitor	dhl_current_transit_time	dhl_transit_time_status
1-69CDC5M	1-LRWO4-16	COMET_1-4G1TIEY	             100.0000000	180.000000	180.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-6GS3YUL	1-LRWO4-34	CLC10003444	                .5000000	12.000000	12.000000	               4.0000000	CHILE	CHILE	?	Chile Express	?	?	?
1-6BD265A	1-LRWO4-16	CLS13075CS	              44.0000000	19.680000	19.680000	               1.0000000	Africa	CHILE	?	FedEx	?	?	?
1-72T34Q8	1-LRWO4-16	COMET_JO2-DJI	             250.0000000	60.000000	60.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-6NMJ6DA	1-LRWO4-16	COMET_1-17WM0MT	               8.0000000	6.000000	6.000000	               1.0000000	BRAZIL	CHILE	?	?	?	2	Slower
1-726NHUV	1-LRWO4-16	CLSCSV_0122015698609	             200.0000000	41.040000	41.040000	               1.0000000	SPAIN	CHILE	?	Freight Forwarder	?	2	Equal
1-6C6WKHX	1-LRWO4-16	CLSION_0413016549175	             339.0000000	138.000000	138.000000	               1.0000000	CANADA	CHILE	?	Other	?	2	Equal
1-6Z9ERF2	1-LRWO4-5	COMET_1-6Z5UCQ7	                .5000000	?	15.000000	               8.0000000	CHILE	Asia	?	FedEx	?	?	?
1-7CDXJSI	1-LRWO4-16	CLS27447CS	              88.0000000	19.980000	19.980000	               1.0000000	PERU	CHILE	?	Freight Forwarder	?	1	Equal
1-71TMU7W	1-LRWO4-16	CLSCSV_09020110125432	              10.0000000	31.860000	31.860000	               2.0000000	Asia	CHILE	?	Other	?	?	?
1-73TQLZB	1-LRWO4-16	COMET_1-73N8C48	              30.0000000	180.000000	180.000000	              10.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-7398N0B	1-LRWO4-5	CLSISL_10040110419644	                .5000000	1.464600	2.253000	               1.0000000	CHILE	PANAMA	?	?	?	2	Equal
1-7L1G2AT	1-LRWO4-5	CLSCSV_02070111347597	                .5000000	7.200000	9.000000	               3.0000000	CHILE	Asia	?	OTHER	?	?	?
1-7J2TSVO	1-LRWO4-16	COMET_1-63MHY1	             167.0000000	63.960000	63.960000	               1.0000000	FRANCE	CHILE	?	FedEx	?	2	Equal
1-6KQN4UN	1-LRWO4-6	CLSION_0512019281750	              30.0000000	12.000000	12.000000	               1.0000000	CHILE	DOMINICAN REPUBLIC	?	?	?	3	Slower
1-6OZNVUP	1-LRWO4-6	CLC10000673	              70.0000000	30.000000	30.000000	               1.0000000	CHILE	ARGENTINA	?	Freight Forwarder	?	1	Equal
1-739N3M9	1-LRWO4-16	CLSCSV_0710019731485	              20.0000000	234.000000	540.000000	              20.0000000	SPAIN	CHILE	?	FedEx	?	2	Equal
1-72N3EM5	1-LRWO4-16	CLSCSV_1030018531402	             100.0000000	39.600000	39.600000	               1.0000000	Europe	CHILE	?	?	?	?	?
1-6C4TO04	1-LRWO4-16	COMET_1-4NSWN1Q	             400.0000000	90.000000	90.000000	               1.0000000	BRAZIL	CHILE	?	Freight Forwarder	?	2	Slower
1-67K6RFG	1-LRWO4-16	CLSION_1221018973282	              70.0000000	377.340000	377.340000	              10.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-7M2S5IK	1-LRWO4-16	CLSCSV_1228019007031	              20.0000000	68.340000	68.340000	               3.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6GFQVDY	1-LRWO4-16	CLSCSV_0422019152647	               5.0000000	47.160000	47.160000	               3.0000000	AUSTRALIA	CHILE	?	FedEx	?	3	Equal
1-6JJXWYQ	1-LRWO4-16	COMET_1-6JJXWU3	              20.0000000	210.000000	210.000000	              20.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-7BT1493	1-LRWO4-5	CLSCSV_12030110896874	                .5000000	30.000000	48.000000	              20.0000000	CHILE	Asia	?	FedEx	?	?	?
1-6RLZDN9	1-LRWO4-6	CLSCSV_0708019713397	               4.5000000	10.248000	10.248000	               1.0000000	CHILE	Europe	?	Chile Express	?	?	?
1-6UEJ68H	1-LRWO4-5	CLSCSV_0719019797080	                .5000000	2.356200	3.625200	               1.0000000	CHILE	SPAIN	?	?	?	3	Equal
1-6NAX1GZ	1-LRWO4-16	CLSCSV_0607019483732	              10.0000000	18.000000	18.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-71LGNBL	1-LRWO4-5	CLSCSV_09240110333384	                .5000000	25.200000	25.200000	              12.0000000	CHILE	Asia	?	Other	?	?	?
1-69ONNTK	1-LRWO4-16	CLCSINC26597521_64	              50.0000000	?	?	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-6SCROGN	1-LRWO4-16	CLSCSV_0830017827211	              50.0000000	36.000000	36.000000	               2.0000000	North America	CHILE	?	FedEx	?	?	?
1-6SW6A6G	1-LRWO4-16	CLS65401WL	              25.0000000	87.840000	87.840000	               4.0000000	Asia	CHILE	?	Other	?	?	?
1-6OSJ5UE	1-LRWO4-16	CLSCSV_0621019582066	              54.0000000	60.000000	60.000000	               1.0000000	North America	CHILE	?	Other	?	?	?
1-772CQRD	1-LRWO4-34	CLSCSV_10070110431598	             188.0000000	120.000000	120.000000	               1.0000000	CHILE	CHILE	?	?	?	?	?
1-73MGDSH	1-LRWO4-16	CLSCSV_10080110445207	              10.0000000	48.000000	48.000000	               2.0000000	Asia	CHILE	?	NONE	?	?	?
1-6CLPVLR	1-LRWO4-6	CLS60911IS	              10.0000000	12.000000	12.000000	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6C7A55A	1-LRWO4-16	CLSCSV_0319018918262	              10.0000000	13.200000	13.200000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-76C6A3P	1-LRWO4-16	CLSCSV_0801019900379	              65.0000000	20.040000	20.040000	               1.0000000	SPAIN	CHILE	?	Freight Forwarder	?	2	Equal
1-74RXJFS	1-LRWO4-16	CLC10003149	              15.0000000	15.000000	15.000000	               1.0000000	Europe	CHILE	?	?	?	?	?
1-6C6V8GJ	1-LRWO4-16	CLSCSV_0318018915912	               5.0000000	12.000000	12.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-6KR8E9W	1-LRWO4-16	CLC10001818	               1.0000000	10.800000	10.800000	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-75OB620	1-LRWO4-34	CLSCSV_10240110560166	               1.0000000	12.000000	12.000000	              30.0000000	CHILE	CHILE	?	TNT	?	?	?
1-69H1QJX	1-LRWO4-16	CLSCSV_0306018836977	             200.0000000	180.000000	180.000000	               1.0000000	ITALY	CHILE	?	Freight Forwarder	?	2	Equal
1-7EX0KZ5	1-LRWO4-6	CLCSINC22894202_847	               1.0000000	12.000000	12.000000	               1.0000000	CHILE	South America	?	?	?	?	?
1-7K8NYAW	1-LRWO4-6	CLSCSV_0426019188031	              15.0000000	27.000000	27.000000	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-64O6GPA	1-LRWO4-6	CLS93933CS	                .5000000	24.000000	24.000000	              10.0000000	CHILE	South America	?	?	?	?	?
1-6P61SFP	1-LRWO4-16	COMET_1-6P61S7C	             100.0000000	90.000000	90.000000	               2.0000000	Europe	CHILE	?	?	?	?	?
1-7MQ30VP	1-LRWO4-6	CLSION_0320018936373	               2.0000000	?	30.000000	               3.0000000	CHILE	Asia	?	?	?	?	?
1-6LQ1LT7	1-LRWO4-6	CLSCSV_0529019413812	              10.0000000	60.000000	60.000000	               3.0000000	CHILE	North America	?	?	?	?	?
1-64ONFW7	1-LRWO4-6	CLS88688CS	             297.0000000	119.520000	119.520000	               1.0000000	CHILE	NETHERLANDS, THE	?	Freight Forwarder	?	4	Slower
1-6CSVKWH	1-LRWO4-6	COMET_1-5Q00O5I	              28.0000000	21.000000	21.000000	               1.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	?	?	?	?
1-74S24KK	1-LRWO4-16	CLSSME_1117015104550	               1.0000000	9.000000	9.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-79PVBX2	1-LRWO4-5	CLS93218CS	                .5000000	?	4.200000	               1.0000000	CHILE	INDIA	?	Other	?	4	Slower
1-6L84LO8	1-LRWO4-16	CLSION_0526019384313	              10.0000000	27.000000	36.000000	               3.0000000	Asia	CHILE	?	FedEx	?	?	?
1-7ALN3S6	1-LRWO4-16	CLS41439CS	              64.0000000	39.660000	39.660000	               1.0000000	SPAIN	CHILE	?	NONE	?	2	Equal
1-633GHPB	1-LRWO4-16	CLSCSV_1122018744811	              84.0000000	180.000000	180.000000	               2.0000000	Asia	CHILE	?	?	?	?	?
1-7M2XTRR	1-LRWO4-16	CLSION_02140111382102	              20.0000000	64.548000	64.548000	               4.0000000	SPAIN	CHILE	?	NONE	?	2	Equal
1-6XPEXA7	1-LRWO4-16	CLS50317CS	              28.0000000	20.820000	20.820000	               1.0000000	Asia	CHILE	?	?	?	?	?
1-79LCKED	1-LRWO4-6	COMET_1-79KG86P	              25.0000000	120.000000	120.000000	               4.0000000	CHILE	VENEZUELA	?	Freight Forwarder	?	3	Faster
1-6OE3TY0	1-LRWO4-16	CLSCSV_0618019564516	              20.0000000	30.000000	30.000000	               1.0000000	North America	CHILE	?	FedEx	?	?	?
1-7BNCKW8	1-LRWO4-6	CLSCSV_0807017609580	            2000.0000000	600.000000	774.000000	               1.0000000	CHILE	Europe	?	?	?	?	?
1-69JDNC5	1-LRWO4-16	CLSION_0302018812570	              30.0000000	150.000000	150.000000	               6.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-747YKV2	1-LRWO4-16	CLSCSV_10110110474888	               1.0000000	9.000000	15.000000	               2.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6QO3837	1-LRWO4-6	COMET_1-GMKFIF	              15.0000000	?	?	               1.0000000	CHILE	SPAIN	?	?	?	3	Equal
1-6DLUQ5A	1-LRWO4-16	CLS87230CS	              10.0000000	18.000000	18.000000	               3.0000000	Asia	CHILE	?	?	?	?	?
1-6SJCPN0	1-LRWO4-16	CLC10000869	               1.0000000	?	0.060000	               1.0000000	BRAZIL	CHILE	?	?	?	2	Slower
1-6APXC5F	1-LRWO4-16	COMET_1-3GR50YN	             204.0000000	48.000000	48.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-651QYMJ	1-LRWO4-16	CLCSINC26150679_2130	               1.0000000	6.000000	6.000000	               2.0000000	Asia	CHILE	?	Other	?	?	?
1-7B1NRHT	1-LRWO4-16	COMET_1-3RJ7IYK	                .5000000	5.400000	5.400000	               1.0000000	Asia	CHILE	?	NONE	?	?	?
1-7GDH7RJ	1-LRWO4-16	COMET_1-1BJO5EJ	             290.0000000	98.388600	98.388600	               1.0000000	Europe	CHILE	?	?	?	?	?
1-6RZBX5S	1-LRWO4-34	CLSCSV_0709019724418	              10.0000000	12.000000	12.000000	               2.0000000	CHILE	CHILE	?	?	?	?	?
1-7MQXUQ2	1-LRWO4-16	CLS85021WL	              80.0000000	60.000000	60.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-7H09YKK	1-LRWO4-16	CLSCSV_0608017064297	              50.0000000	60.000000	94.020000	               3.0000000	Europe	CHILE	?	?	?	?	?
1-7B2LA19	1-LRWO4-16	CLSION_11270110855510	               5.0000000	18.840000	18.840000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-677UNOW	1-LRWO4-16	CLSCSV_0220018747437	              30.0000000	12.000000	12.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6V98YV3	1-LRWO4-16	CLSCSV_0722019819544	              15.0000000	30.871200	30.871200	               2.0000000	Asia	CHILE	?	Other	?	?	?
1-6YCV12A	1-LRWO4-16	CLSION_08270110071059	              25.0000000	51.579000	51.579000	               3.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-6ZI0EAM	1-LRWO4-16	CLS62850CS	              97.0000000	40.200000	40.200000	               1.0000000	North America	CHILE	?	OTHER	?	?	?
1-79X9OUJ	1-LRWO4-16	CLSCSV_0305018823102	            1251.0000000	412.800000	412.800000	               1.0000000	UNITED KINGDOM	CHILE	?	Freight Forwarder	?	2	Equal
1-6WLLR61	1-LRWO4-6	CLS48130CS	              20.0000000	60.000000	60.000000	               2.0000000	CHILE	CANADA	?	FedEx	?	2	Equal
1-7L8Y8IP	1-LRWO4-16	CLS873CS	             126.0000000	52.620000	52.620000	               1.0000000	Europe	CHILE	?	Other	?	?	?
1-6WLMITH	1-LRWO4-16	CLSCSV_0806019931099	              20.0000000	12.000000	12.000000	               1.0000000	Europe	CHILE	?	Other	?	?	?
1-6XWNHRF	1-LRWO4-16	CLS52030CS	              20.0000000	24.000000	24.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7CIZXH4	1-LRWO4-16	COMET_1-1YUSBO0	              52.0000000	16.680000	16.680000	               1.0000000	SPAIN	CHILE	?	Freight Forwarder	?	2	Equal
1-675NCDF	1-LRWO4-6	CLSCSV_0308016193076	               5.0000000	60.000000	60.000000	               4.0000000	CHILE	MEXICO	?	FedEx	?	3	Faster
1-6Q79GXU	1-LRWO4-16	CLSCSV_0626019615819	              10.0000000	36.000000	36.000000	               2.0000000	Europe	CHILE	?	?	?	?	?
1-6QI63KS	1-LRWO4-6	CLSCSV_0218018728539	               5.0000000	48.000000	48.000000	              12.0000000	CHILE	UNITED STATES OF AMERICA	?	FedEx	?	1	Faster
1-6FUEBA5	1-LRWO4-16	CLS80866CS	              14.7000000	60.000000	60.000000	               6.0000000	FRANCE	CHILE	?	FedEx	?	2	Equal
1-72C6IL0	1-LRWO4-5	COMET_1-RP8WTV	                .5000000	12.000000	12.000000	               3.0000000	CHILE	Europe	?	Other	?	?	?
1-735COH6	1-LRWO4-6	CLSION_0807017601082	              10.0000000	3.000000	3.000000	               1.0000000	CHILE	South America	?	?	?	?	?
1-688FJEV	1-LRWO4-16	CLSISL_0226018780140	               5.0000000	12.000000	12.000000	               2.0000000	Asia	CHILE	?	OTHER	?	?	?
1-79LEMR8	1-LRWO4-16	COMET_1-79LEMR1	               2.0000000	180.000000	180.000000	              40.0000000	SPAIN	CHILE	?	FedEx	?	2	Equal
1-63UPE2U	1-LRWO4-6	CLSPR08060295	               1.0000000	6.098400	8.470800	               2.0000000	CHILE	CANADA	?	?	?	2	Equal
1-6YWZTOA	1-LRWO4-16	CLSCSV_1001018267592	              50.0000000	27.000000	27.000000	               1.0000000	AUSTRALIA	CHILE	?	Freight Forwarder	?	3	Equal
1-6NVCP5I	1-LRWO4-16	CLSION_0519019334722	               5.0000000	13.500000	13.500000	               3.0000000	South America	CHILE	?	Other	?	?	?
1-6OZ5X64	1-LRWO4-16	CLS6755CS	               1.0000000	0.060000	0.060000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6SJW9FG	1-LRWO4-16	COMET_1-6SJW9F9	               1.0000000	?	60.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6VKCWY4	1-LRWO4-16	CLC10000346	              50.0000000	420.000000	420.000000	               5.0000000	INDIA	CHILE	?	?	?	3	Equal
1-75GHME6	1-LRWO4-16	COMET_1-3MWXT0U	              86.0000000	49.440000	49.440000	               1.0000000	COLOMBIA	CHILE	?	Freight Forwarder	?	2	Slower
1-7JKYL9T	1-LRWO4-16	CLC10003389	             111.0000000	78.000000	78.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	Freight Forwarder	?	?
1-63XI996	1-LRWO4-16	CLS34980CS	              42.0000000	37.740000	37.740000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	UPS	?	1	Faster
1-6RKQPW1	1-LRWO4-16	CLSCSV_0708019715367	              20.0000000	18.000000	18.000000	               4.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7EOQL9F	1-LRWO4-16	CLC10004242	             115.0000000	44.100000	44.100000	               1.0000000	Europe	CHILE	?	NONE	?	?	?
1-64KZSN5	1-LRWO4-16	CLS56391CS	               6.0000000	15.180000	15.180000	               1.0000000	Asia	CHILE	?	Other	?	?	?
1-7GCTG91	1-LRWO4-16	CLSCSV_12170111013344	              25.0000000	48.000000	54.000000	               1.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6IL2650	1-LRWO4-6	COMET_1-6IL264T	              20.0000000	60.000000	60.000000	               3.0000000	CHILE	South America	?	UPS	FedEx	?	?
1-7FELQXF	1-LRWO4-16	CLS25403CS	              20.0000000	120.000000	120.000000	               2.0000000	SPAIN	CHILE	?	FedEx	?	2	Equal
1-6MD0XN6	1-LRWO4-16	CLC10002639	              87.0000000	54.960000	54.960000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Freight Forwarder	?	?	?
1-700IFBC	1-LRWO4-16	CLS95635CS	               5.0000000	7.020000	7.020000	               1.0000000	Asia	CHILE	?	Other	?	?	?
1-646Q4B1	1-LRWO4-6	CLS93048WL	               5.0000000	44.400000	44.400000	               5.0000000	CHILE	Europe	?	Chile Express	?	?	?
1-7G47ONU	1-LRWO4-6	CLSISL_0429019199689	             450.0000000	112.560000	112.560000	               1.0000000	CHILE	CANADA	?	Freight Forwarder	?	2	Equal
1-7G5TPRL	1-LRWO4-16	COMET_1-5W8IUT9	              50.0000000	36.000000	36.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Freight Forwarder	?	?	?
1-6SVSU22	1-LRWO4-6	COMET_1-6JY25JL	               2.0000000	?	120.000000	              15.0000000	CHILE	North America	?	UPS	?	?	?
1-6URBYX9	1-LRWO4-16	CLSCSV_0424016634132	             108.0000000	35.880000	35.880000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-65SHMER	1-LRWO4-16	CLCSINC26150679_2438	               2.0000000	7.200000	9.000000	               2.0000000	Asia	CHILE	?	Other	?	?	?
1-6LQBML5	1-LRWO4-16	CLSION_0524019374055	              10.0000000	36.000000	36.000000	               5.0000000	UNITED STATES OF AMERICA	CHILE	?	UPS	?	1	Faster
1-7IECOAQ	1-LRWO4-6	CLSION_01220111248044	              10.0000000	48.000000	75.600000	               4.0000000	CHILE	South America	?	Chile Express	?	?	?
1-7AMF9AI	1-LRWO4-16	CLSCSV_09230110323826	              15.0000000	60.000000	60.000000	               4.0000000	Europe	CHILE	?	FedEx	?	?	?
1-62UTPPQ	1-LRWO4-16	COMET_1-62ULA71	               1.0000000	12.000000	12.000000	               1.0000000	Europe	CHILE	?	?	?	?	?
1-7DHQYCK	1-LRWO4-16	COMET_1-7DD67JU	              20.0000000	87.300000	87.300000	               4.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6KR24XH	1-LRWO4-16	CLSCSV_0508019257939	              10.0000000	15.420000	15.420000	               1.0000000	Asia	CHILE	?	TNT	?	?	?
1-7BZ59FJ	1-LRWO4-16	COMET_1-1XJDAM3	             158.0000000	54.000000	54.000000	               1.0000000	PERU	CHILE	?	Freight Forwarder	?	1	Equal
1-6YDLIZH	1-LRWO4-16	CLS63317WL	              32.0000000	48.540000	48.540000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6FI7HFO	1-LRWO4-16	CLSCSV_0409019070567	               4.0000000	5.113800	7.867200	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-75N02D3	1-LRWO4-16	COMET_1-75BQ98J	              20.0000000	48.000000	48.000000	               2.0000000	Europe	CHILE	?	Other	?	?	?
1-6JXY5I1	1-LRWO4-16	COMET_1-6JXY5HU	              20.0000000	270.000000	270.000000	              20.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-7K8V4D4	1-LRWO4-6	COMET_1-3FOGT2F	             296.0000000	96.000000	96.000000	               1.0000000	CHILE	PARAGUAY	?	?	?	2	Faster
1-72BF3P5	1-LRWO4-5	CLS88444CS	                .5000000	10.800000	10.800000	               4.0000000	CHILE	Europe	?	Other	?	?	?
1-6LQ7DWL	1-LRWO4-16	CLC10000291	             150.0000000	360.000000	720.000000	              13.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-75IGO0V	1-LRWO4-16	CLSION_10180110518770	              45.0000000	48.000000	48.000000	               5.0000000	Asia	CHILE	?	NONE	?	?	?
1-6BTB6JW	1-LRWO4-16	CLCSINC26941394_52	             100.0000000	60.000000	60.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6O2Z6E1	1-LRWO4-16	CLS32473CS	              15.0000000	15.000000	15.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7DON5T2	1-LRWO4-16	CLSCSV_12130110984377	              20.0000000	30.000000	30.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-6IYIY88	1-LRWO4-6	COMET_1-OH2TR2	               6.0000000	18.180000	18.180000	               1.0000000	CHILE	PARAGUAY	?	Other	?	2	Faster
1-636PZNE	1-LRWO4-16	CLSCSV_1227019001882	              10.0000000	18.000000	18.000000	               1.0000000	Europe	CHILE	?	Other	?	?	?
1-6QIE65Z	1-LRWO4-16	CLSCSV_0507019252827	             108.0000000	79.800000	79.800000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-7JUU0TU	1-LRWO4-6	COMET_1-5NE4RD	             115.0000000	48.000000	48.000000	               1.0000000	CHILE	INDIA	?	?	?	4	Slower
1-717PZ8D	1-LRWO4-6	CLSCSV_09120110222261	               1.0000000	1.500000	1.500000	               1.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	?	?	?	?
1-739XG6T	1-LRWO4-6	CLSCSV_09260110358766	              10.0000000	6.000000	6.000000	               1.0000000	CHILE	South America	?	Other	?	?	?
1-6MRS0BX	1-LRWO4-16	COMET_1-3I8TVJG	               1.8000000	13.200000	66.000000	              50.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-696MHC8	1-LRWO4-5	CLCSINC26941394_427	                .5000000	3.135600	4.355400	               1.0000000	CHILE	JAPAN	?	?	?	4	Equal
1-707OR89	1-LRWO4-6	CLCSINC22894202_829	               2.0000000	60.000000	60.000000	               4.0000000	CHILE	UNITED STATES OF AMERICA	?	Otros	?	1	Faster
1-6IENZQE	1-LRWO4-16	CLSION_0507019251863	              25.0000000	19.800000	19.800000	               1.0000000	COLOMBIA	CHILE	?	Other	?	2	Slower
1-6TGAZPC	1-LRWO4-16	COMET_1-6TGAZP5	               1.0000000	?	60.000000	               1.0000000	BRAZIL	CHILE	?	?	?	2	Slower
1-7J9GB4N	1-LRWO4-6	CLSION_0508019259961	              20.0000000	60.000000	60.000000	               4.0000000	CHILE	South America	?	FedEx	?	?	?
1-7DXGBI8	1-LRWO4-16	COMET_1-7DXOKL5	              50.0000000	103.620000	103.620000	               4.0000000	ITALY	CHILE	?	?	?	2	Equal
1-6DM3M8H	1-LRWO4-6	CLSCSV_0325018960034	             200.0000000	72.000000	72.000000	               1.0000000	CHILE	South America	?	Other	?	?	?
1-6REUXIN	1-LRWO4-16	CLS31673CS	              10.0000000	10.080000	10.080000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-6XPGF9N	1-LRWO4-6	CLSCSV_08230110049649	               5.0000000	?	30.000000	               2.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	Other	?	?	?
1-6QDGOWJ	1-LRWO4-6	CLSCSV_0628019640790	              50.0000000	55.980000	55.980000	               2.0000000	CHILE	GERMANY	?	Freight Forwarder	?	3	Equal
1-6G9LLKK	1-LRWO4-16	CLSCSV_0417019119792	              15.0000000	24.000000	24.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-785WMHF	1-LRWO4-16	CLSCSV_11080110708849	               5.0000000	18.000000	18.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6XAQF01	1-LRWO4-16	CLSCSV_0708019710673	             150.0000000	38.340000	38.340000	               1.0000000	Europe	CHILE	?	FedEx	?	?	?
1-6PTWRH7	1-LRWO4-16	CLS2200CS	              70.0000000	240.000000	240.000000	              10.0000000	North America	CHILE	?	FedEx	?	?	?
1-76ATK74	1-LRWO4-16	COMET_1-76ATK6X	              10.0000000	0.000000	330.000000	              70.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6LOW3EC	1-LRWO4-16	CLSCSV_0515019314367	              20.0000000	36.000000	36.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6O8HEPZ	1-LRWO4-6	COMET_1-6O87SO7	              50.0000000	85.020000	85.020000	               2.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	Freight Forwarder	?	?	?
1-65VNV19	1-LRWO4-16	COMET_1-TDGM28	             122.0000000	80.820000	80.820000	               1.0000000	TAIWAN	CHILE	?	Other	?	2	Equal
1-6JD3SX7	1-LRWO4-6	CLS87203CS	               5.0000000	23.580000	23.580000	               5.0000000	CHILE	PERU	?	Chile Express	?	1	Faster
1-75NLH9B	1-LRWO4-16	COMET_1-1GS37OL	             200.0000000	180.000000	180.000000	               3.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-143AOV-529	1-LRWO4-16	CLC10012377	              30.0000000	21.000000	21.000000	               1.0000000	North America	CHILE	?	FedEx	Freight Forwarder	?	?
1-720Y773	1-LRWO4-6	COMET_1-720TRKA	               1.0000000	60.000000	60.000000	              10.0000000	CHILE	South America	?	?	?	?	?
1-6SJW9CZ	1-LRWO4-16	CLSCSV_0801019894868	               1.0000000	?	60.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-79KU2R1	1-LRWO4-16	CLC10000673	             250.0000000	54.000000	54.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-7DHR831	1-LRWO4-6	CLC10003808	                .5000000	6.000000	9.000000	               2.0000000	CHILE	Asia	?	NONE	?	?	?
1-67SASWB	1-LRWO4-16	CLSISL_0706017347655	              25.0000000	90.000000	180.000000	               4.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-677UN5U	1-LRWO4-16	COMET_1-1MR7MBM	              15.0000000	24.000000	39.000000	               2.0000000	Europe	CHILE	?	NONE	?	?	?
1-6IKKBRJ	1-LRWO4-16	COMET_1-5NQX7Z3	               1.0000000	0.060000	0.060000	               1.0000000	Asia	CHILE	?	OTHER	?	?	?
1-6GXT2L2	1-LRWO4-16	CLS75712IS	             168.0000000	99.240000	99.240000	               1.0000000	Asia	CHILE	?	Other	?	?	?
1-6R8DBOR	1-LRWO4-23	CLSION_0707019702608	               3.0000000	4.373400	6.728400	               1.0000000	UNITED STATES OF AMERICA	COLOMBIA	?	?	?	1	Faster
1-6NAEGHO	1-LRWO4-16	CLS41800CS	               3.0000000	5.880000	5.880000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
